pupil;class;extrav;sex;texp;popular
14;51;5;1;16;5,9
15;51;5;1;16;4,3
16;51;6;0;16;4
17;51;5;1;16;5,3
18;51;5;1;16;4,3
19;51;5;0;16;4
20;51;3;0;16;3,9
21;51;5;1;16;6,3
22;51;6;1;16;5,8
23;51;5;0;16;3,9
1;52;6;1;7;6
2;52;3;0;7;4,4
3;52;6;1;7;5,6
4;52;5;1;7;6,1
5;52;4;1;7;5
6;52;4;0;7;2,9
7;52;6;0;7;3,4
8;52;6;0;7;3,2
9;52;5;1;7;4,7
10;52;5;1;7;5,1
11;52;6;1;7;5,4
12;52;5;0;7;4,2
13;52;2;0;7;1,9
14;52;5;0;7;4,4
15;52;5;0;7;4,5
16;52;5;0;7;3,6
17;52;7;1;7;5,4
18;52;5;0;7;3,9
19;52;5;1;7;3,4
20;52;6;0;7;4,5
21;52;6;1;7;6
22;52;6;1;7;3,6
23;52;6;0;7;4,2
1;53;3;1;21;6,8
2;53;5;1;21;7,2
3;53;4;1;21;6,2
4;53;5;1;21;7,5
5;53;4;1;21;7,1
6;53;5;1;21;6,7
7;53;7;1;21;7
8;53;5;1;21;6,5
9;53;6;1;21;8,4
10;53;4;1;21;6,2
11;53;1;1;21;5,3
12;53;4;1;21;5,3
13;53;4;1;21;5,5
14;53;5;1;21;7,4
15;53;5;1;21;6,9
16;53;6;1;21;7,5
17;53;6;1;21;6,8
18;53;5;1;21;5,1
19;53;4;1;21;6,6
1;54;4;1;16;6
2;54;6;0;16;4,7
3;54;5;0;16;5,6
4;54;5;0;16;3,6
5;54;6;0;16;3,4
6;54;4;0;16;4,7
7;54;5;1;16;6,6
8;54;5;0;16;4,6
9;54;7;0;16;4,5
10;54;4;0;16;5,5
11;54;5;1;16;5,3
12;54;6;0;16;5,4
13;54;5;0;16;4,8
14;54;5;1;16;5,6
15;54;6;1;16;6
16;54;6;1;16;6,8
17;54;4;0;16;3,8
18;54;6;1;16;6,7
19;54;4;1;16;5,8
1;55;5;0;7;2,7
2;55;6;0;7;5
3;55;6;0;7;4,4
4;55;5;0;7;2,2
5;55;5;0;7;4,5
6;55;3;0;7;2,4
7;55;6;0;7;2,7
8;55;6;0;7;3,8
9;55;5;0;7;4,5
10;55;7;0;7;4,5
11;55;7;0;7;4,1
12;55;6;0;7;3,4
13;55;5;0;7;2,4
14;55;5;0;7;4,1
15;55;6;0;7;5
16;55;6;0;7;3,8
17;55;4;0;7;3,9
18;55;7;0;7;3,4
19;55;6;0;7;4,4
20;55;5;0;7;2,3
21;55;4;0;7;2
1;56;5;0;12;4,9
2;56;4;0;12;2,4
3;56;6;1;12;4,4
4;56;4;0;12;3,4
5;56;6;0;12;3,9
6;56;5;1;12;4,4
7;56;5;1;12;6,1
8;56;3;0;12;3,9
9;56;6;0;12;6,3
10;56;4;1;12;4,9
11;56;6;1;12;5,9
12;56;5;1;12;6
13;56;5;1;12;6,5
14;56;5;0;12;4
15;56;4;0;12;4
16;56;4;1;12;5,7
17;56;6;0;12;3,6
18;56;5;0;12;3,9
19;56;5;1;12;6
1;57;6;1;4;4,8
2;57;8;1;4;6,7
3;57;6;0;4;2,8
4;57;7;0;4;4,9
5;57;7;1;4;5,4
6;57;6;1;4;3,9
7;57;5;0;4;2,1
8;57;5;1;4;3,1
9;57;5;1;4;3,5
10;57;6;0;4;2,1
11;57;5;1;4;5
12;57;7;1;4;4,8
13;57;4;0;4;2,2
14;57;7;1;4;5,1
15;57;2;0;4;1,2
16;57;7;1;4;4,9
17;57;8;0;4;4,8
18;57;5;1;4;3
1;58;4;0;22;5,7
2;58;6;1;22;6,5
3;58;5;1;22;6,4
4;58;6;1;22;8,1
5;58;6;0;22;5,1
6;58;3;0;22;4,1
7;58;6;1;22;6,3
8;58;3;0;22;5,2
9;58;4;1;22;7
10;58;5;0;22;5,6
11;58;6;1;22;6,5
12;58;2;0;22;4
13;58;6;1;22;7
14;58;4;0;22;4,5
15;58;5;1;22;6,7
16;58;5;1;22;7,5
17;58;4;1;22;7
18;58;5;1;22;7
19;58;5;0;22;5,7
20;58;3;0;22;4,6
1;59;6;0;5;2,9
2;59;5;1;5;4,8
3;59;6;1;5;5,8
4;59;5;0;5;3,1
5;59;5;0;5;4,3
6;59;6;0;5;4,1
7;59;5;0;5;2,8
8;59;6;1;5;5
9;59;5;1;5;5,1
10;59;7;0;5;4,7
11;59;6;0;5;3,4
12;59;4;0;5;1,8
13;59;4;1;5;4,1
14;59;6;1;5;6,1
15;59;6;1;5;4,6
16;59;5;0;5;3,9
17;59;6;0;5;4,8
1;60;5;0;3;2,8
2;60;8;1;3;6,4
3;60;9;0;3;5,6
4;60;7;1;3;5,7
5;60;6;1;3;5,5
6;60;7;0;3;4
7;60;8;1;3;5,3
8;60;5;1;3;3,7
9;60;6;0;3;4,5
10;60;7;0;3;3
11;60;8;1;3;6
12;60;7;0;3;3,6
13;60;6;1;3;5,7
14;60;7;1;3;5,1
16;60;7;1;3;6,1
17;60;7;1;3;5,9
18;60;7;0;3;4,2
19;60;4;0;3;1,6
20;60;5;0;3;2,7
21;60;6;1;3;3,3
22;60;4;0;3;1,4
1;61;3;1;23;6,2
2;61;6;0;23;5,9
3;61;4;1;23;5,6
4;61;3;1;23;4,8
5;61;4;1;23;5,5
6;61;5;0;23;5,5
7;61;4;1;23;4,4
8;61;6;1;23;7,1
9;61;4;0;23;4,3
10;61;4;1;23;6,3
11;61;5;1;23;8,2
12;61;3;0;23;4,4
13;61;6;1;23;7,5
14;61;5;1;23;5,3
15;61;4;0;23;5,9
16;61;5;0;23;6,4
17;61;4;1;23;5,7
18;61;4;0;23;5,1
19;61;5;0;23;5,7
1;62;5;1;25;6,6
2;62;5;0;25;5
3;62;5;0;25;4,9
4;62;6;0;25;5,4
5;62;3;0;25;4,9
6;62;4;1;25;5,8
7;62;5;1;25;8,4
8;62;4;1;25;6,5
9;62;4;1;25;4,8
10;62;6;1;25;6,7
11;62;4;1;25;6
12;62;6;1;25;5,2
13;62;4;0;25;4,7
14;62;6;0;25;5,4
15;62;5;0;25;4,7
16;62;5;1;25;6,9
17;62;4;0;25;5,2
18;62;5;0;25;4,8
19;62;5;1;25;7,5
20;62;5;0;25;4,8
1;63;6;1;15;7,7
2;63;5;0;15;4,8
3;63;3;1;15;5,1
4;63;4;0;15;3,4
5;63;6;0;15;5,5
6;63;5;0;15;4,6
7;63;7;0;15;4,8
8;63;5;1;15;5,3
9;63;5;0;15;4,6
10;63;5;1;15;5,4
11;63;6;0;15;6,1
12;63;5;1;15;5,8
13;63;7;0;15;5,5
14;63;5;0;15;4,6
15;63;6;1;15;6,4
16;63;5;1;15;6,5
17;63;4;0;15;4,2
18;63;4;1;15;4,6
19;63;4;0;15;3,1
20;63;4;1;15;6,8
21;63;7;1;15;7,1
22;63;4;1;15;5,5
23;63;5;1;15;6,9
24;63;4;0;15;4,6
25;63;4;0;15;4
1;64;2;1;25;6,3
2;64;4;1;25;6,9
3;64;4;1;25;5,6
4;64;5;1;25;8,8
5;64;3;1;25;5,7
6;64;3;1;25;8,2
7;64;5;1;25;8,1
8;64;5;1;25;6,6
9;64;6;1;25;6,9
11;64;6;1;25;5,7
12;64;5;1;25;8,8
13;64;2;1;25;7,6
14;64;7;1;25;9,1
15;64;5;1;25;7,7
16;64;5;1;25;6
17;64;5;1;25;7,4
18;64;3;1;25;5,6
19;64;6;1;25;8,9
20;64;6;1;25;6,4
1;65;5;0;22;6
2;65;3;0;22;6,6
3;65;4;0;22;5,3
4;65;5;1;22;6,4
5;65;4;1;22;5,6
6;65;5;1;22;6,8
7;65;5;0;22;5,3
8;65;4;0;22;5,1
9;65;7;0;22;5,3
10;65;5;1;22;6,4
11;65;5;1;22;8,5
12;65;6;0;22;5,7
13;65;4;0;22;5,2
14;65;4;1;22;7,5
15;65;5;0;22;6,7
16;65;5;1;22;7,3
17;65;4;0;22;5,1
18;65;5;0;22;4,7
19;65;3;0;22;5,1
20;65;5;1;22;7,4
21;65;4;1;22;7,9
22;65;6;1;22;7
1;66;7;1;8;7,5
2;66;7;1;8;6,9
3;66;5;0;8;4,5
4;66;5;0;8;4
5;66;5;1;8;6,2
6;66;5;1;8;5,2
7;66;6;1;8;7
8;66;6;1;8;6,3
9;66;5;1;8;5,5
10;66;6;1;8;6,6
11;66;6;0;8;4,6
12;66;5;1;8;5,3
13;66;4;1;8;6,4
14;66;5;1;8;6,5
15;66;7;1;8;7,4
16;66;6;0;8;6,7
17;66;4;0;8;4,9
18;66;4;0;8;5,1
19;66;7;1;8;8,6
20;66;5;0;8;4,5
1;67;6;1;23;5,9
2;67;8;1;23;8,1
3;67;6;1;23;5,9
4;67;3;1;23;6
5;67;7;1;23;8,3
6;67;5;1;23;5,8
7;67;5;1;23;5,5
8;67;4;1;23;5,9
9;67;4;1;23;8,2
10;67;7;1;23;6,9
11;67;5;1;23;6,7
12;67;6;1;23;6,4
13;67;4;1;23;6,4
14;67;5;1;23;5,5
15;67;4;1;23;7,3
16;67;4;1;23;6,7
17;67;1;1;23;5,6
18;67;7;1;23;7,4
19;67;5;1;23;5,3
20;67;5;1;23;6,7
21;67;6;1;23;6,8
1;68;3;0;20;6,5
2;68;6;0;20;6,3
3;68;5;0;20;5,2
4;68;5;0;20;6,8
5;68;4;0;20;4,8
6;68;6;1;20;7,5
7;68;6;0;20;5,8
8;68;6;0;20;5,9
9;68;5;1;20;6,7
10;68;4;1;20;6,3
11;68;4;0;20;4,6
12;68;6;0;20;4,7
13;68;5;1;20;5,5
14;68;3;1;20;5,7
15;68;4;0;20;4,7
16;68;4;0;20;5,2
17;68;4;0;20;4
1;69;5;0;24;5
2;69;5;1;24;5,4
4;69;4;0;24;5,3
5;69;3;1;24;6,6
6;69;6;0;24;5,9
7;69;5;0;24;4,1
8;69;3;0;24;5,6
9;69;5;1;24;5,9
10;69;4;0;24;4,7
11;69;5;1;24;6,2
12;69;3;0;24;4,7
13;69;3;0;24;4,9
14;69;4;0;24;5,3
15;69;5;1;24;6,6
16;69;5;0;24;5,1
17;69;5;1;24;7,5
18;69;5;1;24;7,1
19;69;6;1;24;7,1
1;70;4;1;22;4,9
2;70;4;1;22;4,1
3;70;6;1;22;5
4;70;4;1;22;4,2
5;70;5;1;22;6,5
6;70;4;1;22;7,4
7;70;5;0;22;5
8;70;6;0;22;6,1
9;70;3;0;22;4,4
10;70;4;1;22;5,6
11;70;6;0;22;4,9
12;70;7;0;22;5,3
13;70;5;0;22;3,1
14;70;5;0;22;4,3
15;70;5;1;22;5,8
16;70;4;0;22;3,1
17;70;4;1;22;5,5
18;70;5;1;22;5,8
19;70;7;0;22;4,9
20;70;1;0;22;2,9
21;70;3;0;22;4,1
1;71;3;0;18;3
2;71;5;0;18;5,1
3;71;3;0;18;3,6
4;71;4;1;18;4
5;71;7;0;18;4,9
6;71;4;0;18;3,9
7;71;7;1;18;4,4
8;71;6;1;18;6,9
9;71;4;0;18;2,8
10;71;5;1;18;5,5
11;71;4;0;18;3,7
12;71;6;1;18;5,6
13;71;5;1;18;5,2
14;71;4;0;18;2,6
15;71;5;1;18;5,3
16;71;4;1;18;4
17;71;3;0;18;3,9
18;71;3;0;18;1,7
19;71;3;1;18;5,8
20;71;4;1;18;4,8
21;71;5;1;18;6
22;71;3;1;18;4,9
1;72;5;0;19;5,3
2;72;4;0;19;6,3
3;72;6;0;19;5,9
4;72;5;0;19;5,5
5;72;5;0;19;5,6
6;72;5;0;19;4,4
7;72;6;1;19;7,3
8;72;7;1;19;8,4
9;72;5;0;19;4,9
10;72;5;0;19;4,8
11;72;6;0;19;5,7
12;72;4;0;19;6
13;72;4;1;19;6,1
14;72;4;0;19;6,1
15;72;6;0;19;6,7
16;72;4;0;19;4,5
17;72;5;0;19;6,5
18;72;5;0;19;5,9
19;72;4;1;19;6,9
20;72;6;0;19;4
21;72;5;0;19;5,8
1;73;3;1;14;4,7
2;73;6;1;14;6,2
3;73;5;1;14;6,7
4;73;5;1;14;5,4
5;73;6;0;14;5
6;73;5;0;14;4,2
7;73;6;0;14;5,3
8;73;5;1;14;4,4
9;73;5;1;14;6,2
10;73;4;0;14;3,8
11;73;6;1;14;6,3
12;73;4;1;14;4,5
13;73;5;0;14;5,6
14;73;4;0;14;3,3
15;73;6;0;14;5,2
16;73;3;0;14;4,1
17;73;5;0;14;5,1
18;73;5;1;14;6,3
19;73;6;1;14;6,8
20;73;4;0;14;4
1;74;6;1;17;6,9
2;74;5;0;17;4,8
3;74;5;1;17;5,7
4;74;5;0;17;4,7
5;74;6;0;17;5,1
6;74;5;1;17;5,3
7;74;5;0;17;3,3
8;74;7;0;17;6,6
9;74;5;0;17;4,7
10;74;6;0;17;4,2
11;74;5;0;17;5,9
12;74;6;1;17;4,6
13;74;5;1;17;6,4
14;74;5;0;17;3,8
15;74;3;1;17;4,3
16;74;5;1;17;5,6
17;74;4;0;17;4,4
1;75;4;1;21;5,4
2;75;6;1;21;8,1
3;75;4;1;21;6
4;75;5;1;21;7,5
5;75;6;1;21;5,8
6;75;4;1;21;7,5
7;75;3;1;21;7,5
8;75;6;1;21;6,4
9;75;4;1;21;5,7
10;75;5;1;21;6,5
11;75;3;1;21;6,8
12;75;5;1;21;5,8
13;75;6;1;21;7,1
14;75;6;1;21;6,4
15;75;5;1;21;7,9
16;75;5;1;21;8,1
17;75;5;1;21;6,6
1;76;6;0;16;4
2;76;5;1;16;4,5
3;76;5;0;16;3,5
4;76;5;1;16;5,2
5;76;6;1;16;5,5
6;76;5;0;16;5
7;76;6;0;16;5,1
8;76;3;1;16;3,8
9;76;5;1;16;6
10;76;5;0;16;4
11;76;5;0;16;3,2
12;76;5;1;16;6,1
13;76;5;0;16;4,5
14;76;4;0;16;3,6
15;76;5;0;16;5,2
16;76;5;1;16;4,8
17;76;4;1;16;3,9
18;76;4;0;16;4,4
1;77;8;0;3;6
2;77;7;1;3;5,3
3;77;6;1;3;5,5
4;77;7;1;3;6,1
5;77;7;1;3;6,2
6;77;5;0;3;2,9
7;77;6;1;3;5,6
8;77;5;0;3;4,3
9;77;7;1;3;6,5
10;77;6;0;3;4
11;77;5;0;3;3
12;77;6;0;3;4,5
13;77;7;0;3;3,9
14;77;7;0;3;3,8
15;77;5;0;3;2,5
16;77;6;0;3;3,2
17;77;6;1;3;4,3
18;77;7;1;3;6,7
19;77;7;0;3;4,5
1;78;5;0;23;3,7
2;78;6;1;23;5,4
3;78;4;1;23;5,6
4;78;7;0;23;5,6
5;78;5;0;23;3,8
6;78;5;1;23;6,4
7;78;6;0;23;4,4
8;78;6;1;23;7,1
9;78;5;0;23;4,1
10;78;3;0;23;3,9
11;78;4;0;23;3,9
12;78;6;0;23;5,3
13;78;3;1;23;5,2
14;78;7;1;23;5,4
15;78;6;0;23;5,3
16;78;4;0;23;3,7
17;78;3;1;23;4,9
18;78;7;1;23;6
1;79;6;1;15;6,7
2;79;6;0;15;5
3;79;6;0;15;4
4;79;4;0;15;4,7
5;79;7;1;15;7,4
6;79;4;0;15;4
7;79;5;0;15;3,5
8;79;5;0;15;4,9
9;79;3;0;15;3,2
10;79;5;1;15;6,3
11;79;6;1;15;6,6
12;79;6;1;15;5,5
13;79;5;1;15;5,9
14;79;5;0;15;4,8
15;79;6;1;15;7,4
16;79;4;0;15;4,2
17;79;5;0;15;5,5
18;79;6;0;15;5,9
19;79;5;0;15;4
20;79;6;0;15;4,3
1;80;4;0;23;4,2
2;80;4;1;23;5,2
3;80;4;0;23;2,7
4;80;5;1;23;5,8
5;80;5;0;23;4,7
6;80;6;0;23;2
7;80;4;0;23;4,5
8;80;4;1;23;5,4
9;80;6;1;23;5,4
10;80;5;0;23;3,5
11;80;6;0;23;5,3
12;80;5;0;23;2,8
13;80;5;1;23;5,3
14;80;5;1;23;4,6
15;80;6;0;23;3,8
16;80;5;0;23;3,6
17;80;2;0;23;3,7
18;80;4;1;23;4,6
19;80;6;1;23;3,7
20;80;4;1;23;5,6
1;81;4;0;8;2,4
2;81;6;0;8;4,6
3;81;6;0;8;3,9
4;81;6;1;8;4,8
5;81;6;1;8;6
6;81;5;1;8;3,7
7;81;5;0;8;4,1
8;81;5;1;8;4,5
9;81;6;1;8;4,8
10;81;4;0;8;3,3
11;81;7;0;8;3,9
12;81;5;1;8;5,2
13;81;6;0;8;4,9
14;81;7;1;8;6
15;81;5;0;8;2,7
16;81;4;0;8;2,7
17;81;6;0;8;4,4
18;81;5;1;8;4,6
19;81;6;1;8;5,3
20;81;5;0;8;4,1
21;81;7;0;8;4,5
1;82;4;0;8;1,4
2;82;5;0;8;2,8
3;82;6;0;8;2,5
4;82;9;0;8;4,2
5;82;5;0;8;3,1
6;82;5;0;8;1,1
7;82;7;0;8;4,2
8;82;6;0;8;2,4
9;82;5;0;8;0
10;82;5;0;8;2,5
11;82;5;0;8;1,7
12;82;5;0;8;1,9
13;82;4;0;8;,9
14;82;6;0;8;1,8
15;82;6;0;8;3,6
16;82;5;0;8;3,7
17;82;6;0;8;4
18;82;6;0;8;4,3
19;82;6;0;8;1,3
20;82;5;0;8;3,2
21;82;7;0;8;3,9
1;83;4;0;24;5,7
2;83;6;0;24;6,3
3;83;5;1;24;6,1
4;83;6;1;24;5,7
5;83;7;1;24;7
6;83;5;0;24;5,4
7;83;7;1;24;7,6
8;83;3;1;24;6,4
9;83;5;1;24;5,9
10;83;5;0;24;4,5
11;83;4;1;24;6
12;83;6;1;24;7,1
13;83;5;1;24;6,2
14;83;4;1;24;6,7
15;83;4;0;24;5
16;83;6;1;24;7,6
17;83;7;0;24;5,3
18;83;5;0;24;5,9
1;84;5;1;22;5,6
2;84;4;0;22;4,9
3;84;5;1;22;7,1
4;84;5;1;22;8,1
5;84;6;0;22;6,2
6;84;6;0;22;6,6
7;84;3;1;22;6,4
8;84;5;0;22;5
9;84;5;0;22;5,6
10;84;5;1;22;7,5
11;84;6;1;22;6,5
12;84;5;0;22;5,6
13;84;4;0;22;5,3
14;84;5;0;22;7,3
15;84;5;1;22;6,6
16;84;5;1;22;6,2
17;84;4;0;22;5,8
18;84;5;1;22;7,6
19;84;4;1;22;7,1
20;84;4;1;22;6,6
21;84;3;0;22;4,3
1;85;7;1;16;6,8
2;85;3;1;16;6
3;85;6;1;16;5,1
4;85;5;1;16;7,8
5;85;6;1;16;7,8
6;85;6;1;16;5,5
7;85;4;1;16;6,8
8;85;5;1;16;5,2
9;85;4;1;16;6,4
10;85;5;1;16;7,7
11;85;7;1;16;6,6
12;85;5;1;16;4,7
13;85;5;1;16;6,5
14;85;6;1;16;7,1
15;85;4;1;16;6,3
16;85;5;1;16;7
17;85;5;1;16;5,4
18;85;5;1;16;6,1
19;85;4;1;16;6,5
20;85;4;1;16;6
21;85;7;1;16;7,4
22;85;4;1;16;6,7
1;86;4;0;4;2,4
2;86;6;1;4;5,6
3;86;7;0;4;4,7
4;86;7;0;4;4,3
5;86;6;1;4;4,1
6;86;6;1;4;4,6
7;86;7;1;4;4,6
8;86;7;0;4;3,2
9;86;7;0;4;2,2
10;86;6;0;4;3
11;86;6;0;4;4,3
12;86;5;0;4;2,9
13;86;7;1;4;5,6
14;86;5;0;4;2,9
15;86;6;1;4;4,3
16;86;7;1;4;5,2
17;86;8;1;4;6,2
18;86;4;1;4;3,5
19;86;6;0;4;3,7
20;86;4;0;4;2,9
21;86;4;0;4;2
22;86;7;1;4;5
1;87;7;0;2;2,9
2;87;7;1;2;6,1
3;87;8;1;2;7
4;87;10;1;2;7,3
5;87;8;1;2;6,2
6;87;8;0;2;6,1
7;87;6;1;2;5,4
8;87;9;1;2;6,9
9;87;8;0;2;4,1
10;87;8;1;2;6,1
11;87;5;0;2;2
12;87;6;0;2;3,5
13;87;9;1;2;7,1
14;87;8;1;2;6,4
15;87;8;1;2;5,9
16;87;7;0;2;5,5
17;87;10;0;2;5,6
18;87;9;1;2;7,7
19;87;8;0;2;4,6
20;87;9;0;2;4,4
21;87;8;1;2;6,4
1;88;6;1;13;5,5
2;88;4;0;13;3,8
3;88;6;1;13;6
4;88;5;1;13;5,9
5;88;5;1;13;5,7
6;88;4;1;13;3,3
7;88;5;1;13;5,1
8;88;4;0;13;2,7
9;88;6;0;13;4,7
10;88;5;0;13;4,4
11;88;6;1;13;6,4
12;88;4;1;13;4,3
13;88;4;0;13;3,3
14;88;7;0;13;3,1
15;88;4;0;13;2,5
16;88;3;1;13;5,3
17;88;5;1;13;6,2
18;88;5;0;13;4,6
19;88;5;0;13;5
20;88;7;1;13;6,1
21;88;4;0;13;4
22;88;4;0;13;3,6
23;88;4;0;13;3,3
1;89;4;1;13;4,5
2;89;7;1;13;5,8
3;89;5;1;13;5,7
4;89;5;0;13;5
5;89;6;1;13;5,5
6;89;5;1;13;6,9
7;89;5;1;13;5,7
8;89;5;1;13;6,2
9;89;4;0;13;4
10;89;5;0;13;3,4
11;89;7;1;13;6,8
12;89;6;1;13;6
13;89;6;0;13;5,4
14;89;4;0;13;2
15;89;5;0;13;3,2
16;89;5;0;13;4,9
17;89;5;1;13;5,2
18;89;6;0;13;4,1
1;90;7;1;3;6,5
2;90;6;0;3;4,2
3;90;7;0;3;5,4
4;90;7;0;3;4,9
5;90;5;1;3;4,1
6;90;7;0;3;5,1
7;90;9;1;3;7,1
8;90;6;0;3;3,8
9;90;7;1;3;5
10;90;7;1;3;6,3
11;90;7;0;3;4,9
12;90;8;1;3;5,9
13;90;8;1;3;6,2
14;90;8;1;3;5,2
15;90;7;1;3;6,2
16;90;9;1;3;7,7
17;90;8;1;3;6,5
18;90;7;1;3;4,9
19;90;8;0;3;5,1
20;90;6;1;3;5
21;90;7;1;3;5,7
22;90;6;0;3;5,3
23;90;8;0;3;5,6
1;91;7;0;16;4,6
2;91;4;1;16;5
3;91;3;1;16;5,7
4;91;5;0;16;4
5;91;5;1;16;4,9
6;91;4;0;16;4
7;91;7;1;16;7,7
8;91;4;0;16;3,8
9;91;5;0;16;6,1
10;91;5;0;16;4
11;91;6;1;16;5,9
12;91;5;1;16;5,1
13;91;4;0;16;3,5
14;91;7;1;16;7,1
15;91;4;1;16;5,2
16;91;5;0;16;4,8
17;91;7;0;16;4,2
18;91;7;1;16;5,4
1;92;4;0;16;4,4
2;92;4;0;16;4,2
3;92;4;0;16;3
4;92;4;0;16;4
5;92;4;1;16;3,8
6;92;6;1;16;4,8
7;92;4;0;16;4
8;92;5;0;16;5
9;92;4;0;16;2,1
10;92;3;0;16;3,4
11;92;5;1;16;5,2
12;92;6;0;16;4,8
13;92;3;0;16;3,8
14;92;4;1;16;5,9
15;92;4;0;16;3,5
16;92;5;0;16;4
17;92;4;0;16;2,8
1;93;5;1;10;5,2
2;93;7;1;10;5,7
3;93;4;1;10;5,1
4;93;5;0;10;4,5
5;93;6;0;10;4,4
6;93;5;1;10;5,9
7;93;7;0;10;6,6
8;93;5;0;10;3
9;93;5;0;10;4
10;93;5;1;10;4,3
11;93;6;0;10;4,2
12;93;6;0;10;5,2
13;93;5;0;10;3,3
14;93;7;1;10;5,6
15;93;6;1;10;6,1
16;93;3;0;10;2,8
17;93;5;1;10;4,4
18;93;5;0;10;3,4
19;93;4;0;10;3,6
20;93;5;0;10;4,4
1;94;5;0;21;4
2;94;5;0;21;5,6
3;94;4;1;21;6
4;94;5;1;21;6,6
5;94;6;0;21;6,3
6;94;6;1;21;5,7
7;94;6;1;21;6,1
8;94;6;1;21;5,3
9;94;5;1;21;5,7
10;94;5;0;21;4,9
11;94;2;0;21;4,1
12;94;5;0;21;4
13;94;7;1;21;6
14;94;3;0;21;3,9
15;94;4;0;21;4,7
16;94;4;1;21;7,2
1;95;5;0;15;4,4
2;95;5;1;15;4,9
3;95;3;0;15;4,1
4;95;7;0;15;5
5;95;5;0;15;4,1
6;95;3;1;15;4,9
7;95;5;0;15;3,1
8;95;4;0;15;4,1
9;95;5;1;15;5,1
10;95;5;0;15;5,3
11;95;6;0;15;4,5
12;95;6;1;15;5,7
13;95;6;1;15;7,5
14;95;4;1;15;5,3
15;95;5;1;15;6,3
16;95;5;1;15;5,8
17;95;5;1;15;5,9
18;95;6;0;15;4,9
19;95;7;0;15;3,9
20;95;5;1;15;5,4
21;95;4;0;15;4,3
1;96;6;1;13;6,1
2;96;5;1;13;6,7
3;96;6;0;13;3,9
4;96;6;0;13;5
5;96;5;0;13;6,4
6;96;6;1;13;7
7;96;6;0;13;4,5
8;96;6;0;13;4,6
9;96;4;0;13;4,4
10;96;4;1;13;4,9
11;96;5;1;13;7,4
12;96;4;1;13;4,9
13;96;8;0;13;7,1
14;96;5;0;13;5,4
15;96;5;1;13;5
16;96;6;1;13;6
17;96;4;1;13;5
18;96;3;0;13;3,2
19;96;5;0;13;4,7
20;96;4;0;13;4
21;96;5;1;13;7,2
1;97;5;0;9;4,2
2;97;7;0;9;4,3
3;97;5;0;9;2,5
4;97;3;0;9;2,1
5;97;4;0;9;2,8
6;97;5;0;9;3,4
7;97;5;0;9;3,4
8;97;4;0;9;2,9
9;97;5;0;9;4,1
10;97;5;0;9;3,6
11;97;4;0;9;2,2
12;97;4;0;9;2,6
13;97;4;0;9;3
14;97;4;0;9;3,6
15;97;3;0;9;1,6
16;97;6;0;9;4,9
17;97;4;0;9;2,6
18;97;7;0;9;6,2
19;97;6;0;9;5,5
20;97;5;0;9;4,3
21;97;5;0;9;3,3
1;98;3;0;25;5,8
2;98;4;1;25;5,9
3;98;4;0;25;4,9
4;98;6;1;25;5,3
5;98;5;1;25;6,7
6;98;7;1;25;6,4
7;98;5;0;25;6,1
8;98;5;1;25;7,1
9;98;5;0;25;4,6
10;98;3;0;25;5,7
11;98;5;1;25;7,2
12;98;6;1;25;8,2
13;98;6;0;25;5,6
14;98;5;1;25;7,3
15;98;6;1;25;6,5
16;98;5;0;25;5,5
17;98;4;1;25;6,7
18;98;4;1;25;6,1
19;98;7;1;25;6,8
20;98;5;1;25;7,2
21;98;6;1;25;6,5
1;99;5;0;21;3,4
2;99;5;0;21;5,1
3;99;3;0;21;3,5
4;99;5;0;21;3,8
5;99;5;1;21;4,5
6;99;4;1;21;4,2
7;99;6;0;21;5,3
8;99;6;1;21;6,2
9;99;5;1;21;5,2
10;99;5;1;21;8
11;99;4;0;21;4,4
12;99;6;1;21;7,4
13;99;4;0;21;4,1
14;99;5;0;21;5
15;99;4;1;21;5,8
16;99;5;0;21;4,4
17;99;3;0;21;2,9
18;99;4;0;21;3,5
19;99;5;1;21;5,4
20;99;5;1;21;5,9
21;99;5;0;21;4,6
22;99;5;0;21;4,8
23;99;5;0;21;4,2
1;100;5;0;7;3,9
2;100;6;0;7;3,7
3;100;7;1;7;6,1
4;100;3;0;7;1,7
5;100;7;1;7;5,9
6;100;7;1;7;6,1
7;100;7;0;7;4,3
8;100;5;0;7;3,9
9;100;5;0;7;1,1
10;100;5;0;7;1,4
11;100;5;0;7;1,9
12;100;6;1;7;4,9
13;100;7;1;7;6,5
14;100;5;1;7;3,7
15;100;5;1;7;5,2
16;100;4;1;7;4,3
17;100;4;0;7;2,6
18;100;8;1;7;6,7
19;100;5;0;7;2,9
20;100;9;0;7;5,3
